Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Services,Health Centre - Powlett Reserve,Paper cardboard recycled,Waste,0,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,86.4,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,43.2,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,0,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,25,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,23,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,22,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,28,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,28,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,23,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,18,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,13,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,10,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,10,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,13,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Carlton Family Resource Centre,Paper cardboard recycled,Waste,13,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,3,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,1,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,2,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,3,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,5,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,0,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,3,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,3,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,2,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,3,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,3,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Paper cardboard recycled,Waste,3,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,12,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Paper cardboard recycled,Waste,0,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,0,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,0,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,4,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,5,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,6,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,1,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,1,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,1,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,2,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,1,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,1,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Community Centre - Kensington,Paper cardboard recycled,Waste,2,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,98,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,119,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,89,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,17,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,16,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,17,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,87,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,66,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,17,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,84,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,87,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - City,Paper cardboard recycled,Waste,77,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,0,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,5,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,115,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,98,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,67,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,31,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,27,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,66,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,40,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,27,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - East Melbourne,Paper cardboard recycled,Waste,24,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,4,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,6,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,0,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,7,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,6,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,27,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,5,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,4,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,26,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,5,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,18,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Community Strengthening,Library - North Melbourne,Paper cardboard recycled,Waste,3.5,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,7,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,4,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,5,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,5,kg,0,10/01/2013 12:00:00 AM,10/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,4,kg,0,11/01/2013 12:00:00 AM,11/30/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,5,kg,0,12/01/2013 12:00:00 AM,12/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,10,kg,0,01/01/2014 12:00:00 AM,01/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,8,kg,0,02/01/2014 12:00:00 AM,02/28/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,5,kg,0,03/01/2014 12:00:00 AM,03/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,10,kg,0,04/01/2014 12:00:00 AM,04/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,8,kg,0,05/01/2014 12:00:00 AM,05/31/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Depot - Fitzroy Gardens Residence,Paper cardboard recycled,Waste,8,kg,0,06/01/2014 12:00:00 AM,06/30/2014 12:00:00 AM,CoM,,
Park Services including Waterways,Administration - Waterways Office,Paper cardboard recycled,Waste,0,kg,0,07/01/2013 12:00:00 AM,07/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Administration - Waterways Office,Paper cardboard recycled,Waste,0,kg,0,08/01/2013 12:00:00 AM,08/31/2013 12:00:00 AM,CoM,,
Park Services including Waterways,Administration - Waterways Office,Paper cardboard recycled,Waste,0,kg,0,09/01/2013 12:00:00 AM,09/30/2013 12:00:00 AM,CoM,,
